data_type,field_pt,date,year,month,day,locality,site,bar,org_stn,station,transect,tran_length,easting,northing,elev_m,pt_type,collector,el_type,gear,location
ELEVATION,2480,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295738.091,3237740.853,-0.504,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2481,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295737.649,3237740.674,-0.500,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2482,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295737.482,3237740.143,-0.503,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2483,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295737.010,3237740.049,-0.499,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2484,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295736.588,3237739.469,-0.511,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2485,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295736.261,3237739.011,-0.526,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2486,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295735.728,3237738.775,-0.504,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2487,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295735.658,3237738.306,-0.512,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2488,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295735.304,3237737.828,-0.976,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2489,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295742.663,3237729.131,-0.882,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2490,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295742.858,3237729.541,-0.514,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2491,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295743.562,3237729.840,-0.506,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2492,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295744.215,3237729.998,-0.480,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2493,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295744.748,3237730.099,-0.543,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2494,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295745.266,3237730.834,-0.454,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2495,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295745.575,3237731.431,-0.466,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2496,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295745.946,3237731.713,-0.545,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2497,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295746.703,3237732.142,-0.498,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2498,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295747.408,3237732.542,-0.479,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2499,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295747.897,3237732.987,-0.452,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2500,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295748.416,3237733.398,-0.538,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2501,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295749.210,3237733.961,-0.487,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2502,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295749.928,3237734.533,-0.481,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2503,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295750.179,3237734.650,-0.905,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2504,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295760.265,3237724.329,-0.937,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2505,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295760.127,3237723.864,-0.499,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2506,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295759.491,3237723.499,-0.517,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2507,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295759.139,3237723.229,-0.541,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2508,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295758.685,3237722.851,-0.461,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2509,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295758.332,3237722.453,-0.511,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2510,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295757.660,3237722.089,-0.500,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2511,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295757.488,3237721.430,-0.476,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2512,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295756.606,3237720.878,-0.423,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2513,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295756.178,3237720.631,-0.459,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2514,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295755.762,3237720.213,-0.453,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2515,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295755.568,3237719.710,-0.501,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2516,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295755.249,3237719.120,-0.479,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2517,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295755.064,3237718.426,-0.433,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2518,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295754.548,3237718.069,-0.482,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2519,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295754.287,3237717.601,-0.526,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2520,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295754.057,3237717.067,-0.518,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2521,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295753.796,3237716.677,-0.886,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2522,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295761.864,3237707.661,-0.879,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2523,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295762.138,3237708.006,-0.546,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2524,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295762.364,3237708.220,-0.484,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2525,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295762.922,3237708.814,-0.427,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2526,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295763.539,3237709.189,-0.528,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2527,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295764.067,3237709.702,-0.483,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2528,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295764.584,3237710.195,-0.476,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2529,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295764.940,3237710.809,-0.505,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2530,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295765.424,3237711.325,-0.510,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2531,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295765.749,3237711.796,-0.469,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2532,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295766.123,3237712.036,-0.432,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2533,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295766.421,3237712.143,-0.529,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2534,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295766.634,3237712.723,-0.500,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2535,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295767.070,3237713.054,-0.469,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2536,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295767.309,3237713.445,-0.559,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2537,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295767.674,3237713.911,-0.500,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2538,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295768.513,3237714.535,-0.905,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2539,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295798.233,3237681.045,-0.829,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2540,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295797.677,3237680.864,-0.546,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2541,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295797.253,3237680.598,-0.470,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2542,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295796.979,3237679.972,-0.512,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2543,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295796.422,3237679.642,-0.495,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2544,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295796.017,3237679.266,-0.508,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2545,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295795.934,3237678.882,-0.482,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2546,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295795.810,3237678.505,-0.471,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2547,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295795.718,3237678.090,-0.458,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2548,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295795.316,3237677.724,-0.467,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2549,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295794.868,3237677.462,-0.419,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2550,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295794.811,3237676.884,-0.511,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2551,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295794.495,3237676.296,-0.449,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2552,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295794.336,3237676.007,-0.434,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2553,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295793.771,3237675.656,-0.507,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2554,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295793.625,3237675.286,-0.438,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2555,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295793.423,3237674.912,-0.520,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2556,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295792.989,3237674.348,-0.458,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2557,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295792.665,3237673.813,-0.530,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2558,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295792.202,3237673.563,-0.552,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2559,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295792.353,3237672.960,-0.878,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2560,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295796.997,3237668.260,-0.820,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2561,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295797.268,3237668.261,-0.461,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2562,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295797.607,3237668.842,-0.530,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2563,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295797.886,3237669.314,-0.515,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2564,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295798.255,3237669.581,-0.572,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2565,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295798.719,3237669.803,-0.498,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2566,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295799.161,3237670.353,-0.450,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2567,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295799.394,3237670.937,-0.536,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2568,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295799.686,3237671.168,-0.517,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2569,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295800.142,3237671.706,-0.500,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2570,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295800.345,3237672.239,-0.508,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2571,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295801.017,3237672.635,-0.512,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2572,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295801.343,3237673.050,-0.499,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2573,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295801.953,3237673.148,-0.485,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2574,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295802.140,3237673.473,-0.464,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2575,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295802.154,3237673.705,-0.406,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2576,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295802.840,3237674.180,-0.529,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2577,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295803.583,3237674.485,-0.536,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2578,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295804.006,3237674.872,-0.833,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2579,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295811.366,3237651.889,-0.883,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2580,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295811.677,3237652.124,-0.481,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2581,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295812.166,3237652.507,-0.472,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2582,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295812.702,3237652.651,-0.502,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,2583,9/26/2018,2018,9,26,LC,O,15,N_A,LCO15,-999,-999,295813.260,3237652.903,-0.462,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
