obs,date,year,month,day,locality,site,bar,station,quadrat,counter,live_dead,size,count,treatment
3134,7/7/2010,2010,7,7,HB,I,2,HBI2,-999,THRASHER/FREDRICK,L,33.2,1,control
3135,7/7/2010,2010,7,7,HB,I,2,HBI2,-999,THRASHER/FREDRICK,D,45.5,1,control
3136,7/7/2010,2010,7,7,HB,I,2,HBI2,-999,THRASHER/FREDRICK,D,22.5,1,control
3137,7/7/2010,2010,7,7,HB,I,2,HBI2,-999,THRASHER/FREDRICK,L,43,1,control
3138,7/7/2010,2010,7,7,HB,I,2,HBI2,-999,THRASHER/FREDRICK,L,41.9,1,control
3139,7/7/2010,2010,7,7,HB,I,2,HBI2,-999,THRASHER/FREDRICK,L,27.4,1,control
3140,7/7/2010,2010,7,7,HB,I,2,HBI2,-999,THRASHER/FREDRICK,L,43.5,1,control
3141,7/7/2010,2010,7,7,HB,I,2,HBI2,-999,THRASHER/FREDRICK,L,43.5,1,control
3142,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,61.5,1,control
3143,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,77.5,1,control
3144,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,71.5,1,control
3145,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,40.6,1,control
3146,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,83.8,1,control
3147,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,80.9,1,control
3148,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,66.5,1,control
3149,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,82.6,1,control
3150,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,61,1,control
3151,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,63.8,1,control
3152,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,50.9,1,control
3153,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,60,1,control
3154,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,58.8,1,control
3155,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,48.8,1,control
3156,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,42.5,1,control
3157,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,91.4,1,control
3158,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,62,1,control
3159,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,66,1,control
3160,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,-999,2,control
3161,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,-999,53,control
3162,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,-999,3,control
3163,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,-999,30,control
3164,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,23.2,1,control
3165,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,28.7,1,control
3166,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,32.7,1,control
3167,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,39.1,1,control
3168,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,36.8,1,control
3169,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,45.1,1,control
3170,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,31.2,1,control
3171,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,52,1,control
3172,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,41,1,control
3173,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,31.8,1,control
3174,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,22,1,control
3175,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,33,1,control
3176,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,29.4,1,control
3177,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,30,1,control
3178,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,35.6,1,control
3179,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,29.5,1,control
3180,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,29.7,1,control
3181,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,34,1,control
3182,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,34.1,1,control
3183,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,34.5,1,control
3184,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,41,1,control
3185,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,32,1,control
3186,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,25.2,1,control
3187,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,31.7,1,control
3188,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,39.3,1,control
3189,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,32.3,1,control
3190,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,30.5,1,control
3191,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,46.7,1,control
3192,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,29.8,1,control
3193,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,35.2,1,control
3194,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,32,1,control
3195,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,37,1,control
3196,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,28.8,1,control
3197,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,46.8,1,control
3198,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,31.8,1,control
3199,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,46.8,1,control
3200,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,38,1,control
3201,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,36.8,1,control
3202,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,37.4,1,control
3203,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,44.7,1,control
3204,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,39,1,control
3205,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,40,1,control
3206,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,23.8,1,control
3207,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,28,1,control
3208,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,30.5,1,control
3209,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,28,1,control
3210,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,25.4,1,control
3211,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,27.6,1,control
3212,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,24.4,1,control
3213,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,34.5,1,control
3214,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,39,1,control
3215,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,25,1,control
3216,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,37,1,control
3217,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,51,1,control
3218,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,37.5,1,control
3219,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,-999,2,control
3220,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,-999,11,control
3221,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,-999,1,control
3222,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,-999,9,control
3223,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,D,-999,2,control
3224,7/7/2010,2010,7,7,HB,I,3,HBI3,-999,THRASHER/FREDRICK,L,-999,35,control
3225,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,D,-999,0,control
3226,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,9.4,1,control
3227,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,10.1,1,control
3228,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,23.4,1,control
3229,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.1,1,control
3230,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,18.4,1,control
3231,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,12.6,1,control
3232,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,17.4,1,control
3233,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,15.6,1,control
3234,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.4,1,control
3235,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,20.3,1,control
3236,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.8,1,control
3237,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.6,1,control
3238,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,14.4,1,control
3239,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,12.1,1,control
3240,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,12.5,1,control
3241,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,11,1,control
3242,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,15.4,1,control
3243,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,16,1,control
3244,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,12.8,1,control
3245,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,16.7,1,control
3246,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,24.3,1,control
3247,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,12.8,1,control
3248,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,17,1,control
3249,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,D,-999,0,control
3250,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,17.2,1,control
3251,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,21.9,1,control
3252,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,11.6,1,control
3253,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,16.7,1,control
3254,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,15,1,control
3255,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,9.9,1,control
3256,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,14,1,control
3257,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,17,1,control
3258,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,19,1,control
3259,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.6,1,control
3260,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,17.5,1,control
3261,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,21.1,1,control
3262,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,11.6,1,control
3263,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,18,1,control
3264,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,18.9,1,control
3265,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.4,1,control
3266,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.8,1,control
3267,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,15.4,1,control
3268,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,15,1,control
3269,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,17.2,1,control
3270,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,11.6,1,control
3271,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,24.7,1,control
3272,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,10.1,1,control
3273,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,21.3,1,control
3274,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,D,-999,1,control
3275,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,-999,51,control
3276,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,D,-999,0,control
3277,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,-999,73,control
3278,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,D,-999,0,control
3279,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,-999,92,control
3280,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,D,-999,0,control
3281,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,21.7,1,control
3282,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,25.4,1,control
3283,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,19.1,1,control
3284,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,15.2,1,control
3285,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.1,1,control
3286,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,14,1,control
3287,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,16.9,1,control
3288,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,18.2,1,control
3289,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,19.6,1,control
3290,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,23.7,1,control
3291,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,18.5,1,control
3292,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.5,1,control
3293,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,10.1,1,control
3294,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,21.8,1,control
3295,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,18.4,1,control
3296,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,12.1,1,control
3297,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,17.9,1,control
3298,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,17.4,1,control
3299,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,23.9,1,control
3300,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.9,1,control
3301,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,8.3,1,control
3302,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,18.3,1,control
3303,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,12.1,1,control
3304,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,15.4,1,control
3305,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.9,1,control
3306,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,18.7,1,control
3307,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,D,-999,0,control
3308,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,-999,55,control
3309,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,D,-999,3,control
3310,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,-999,47,control
3311,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,D,-999,0,control
3312,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,16.1,1,control
3313,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,13.3,1,control
3314,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,12.5,1,control
3315,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,25.2,1,control
3316,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,19.9,1,control
3317,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,16,1,control
3318,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,21.6,1,control
3319,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,16,1,control
3320,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,12.4,1,control
3321,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,18.6,1,control
3322,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,15.7,1,control
3323,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,D,-999,0,control
3324,7/7/2010,2010,7,7,HB,N,1,HBN1,-999,THRASHER/FREDRICK,L,-999,23,control
3325,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,11.9,1,control
3326,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,18.5,1,control
3327,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,18.2,1,control
3328,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,20.7,1,control
3329,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,12.1,1,control
3330,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,17.3,1,control
3331,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,-999,0,control
3332,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,-999,31,control
3333,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,-999,1,control
3334,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,-999,25,control
3335,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,-999,9,control
3336,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,-999,54,control
3337,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,13,1,control
3338,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,10.8,1,control
3339,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,13.3,1,control
3340,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,11.3,1,control
3341,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,23,1,control
3342,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,20.2,1,control
3343,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,14.6,1,control
3344,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,12.9,1,control
3345,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,16.2,1,control
3346,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,17.1,1,control
3347,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,15.8,1,control
3348,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,14.5,1,control
3349,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,16.6,1,control
3350,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,11.2,1,control
3351,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,18.5,1,control
3352,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,11.7,1,control
3353,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,19,1,control
3354,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,15.6,1,control
3355,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,11.5,1,control
3356,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,10.8,1,control
3357,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,28.2,1,control
3358,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,17.3,1,control
3359,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,12.1,1,control
3360,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,16.2,1,control
3361,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,12,1,control
3362,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,11.5,1,control
3363,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,15.8,1,control
3364,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,13.3,1,control
3365,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,13.3,1,control
3366,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,15.9,1,control
3367,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,16,1,control
3368,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,12.1,1,control
3369,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,13.6,1,control
3370,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,9,1,control
3371,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,12.3,1,control
3372,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,7.3,1,control
3373,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,11.1,1,control
3374,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,12.6,1,control
3375,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,12.5,1,control
3376,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,11.2,1,control
3377,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,D,10,1,control
3378,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,11.5,1,control
3379,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,14.8,1,control
3380,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,8.7,1,control
3381,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,7.5,1,control
3382,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,9,1,control
3383,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,12.1,1,control
3384,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,13.7,1,control
3385,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,22.6,1,control
3386,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,15.7,1,control
3387,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,17.1,1,control
3388,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,15.2,1,control
3389,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,15.5,1,control
3390,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,14.8,1,control
3391,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,14.9,1,control
3392,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,13.1,1,control
3393,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,11.7,1,control
3394,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,17.1,1,control
3395,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,11.7,1,control
3396,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,10.7,1,control
3397,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,9.2,1,control
3398,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,15,1,control
3399,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,13.2,1,control
3400,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,14.8,1,control
3401,7/7/2010,2010,7,7,HB,N,2,HBN2,-999,DREW,L,14.3,1,control
